trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
21,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial21.png,1,comp_scale,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
22,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial22.png,3,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
23,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial23.png,3,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
24,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial24.png,6,n_sides,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
25,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial25.png,5,edge_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
26,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial26.png,4,comp_scale,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
27,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial27.png,5,n_copies,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
28,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial28.png,6,n_copies,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
29,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial29.png,5,transform_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
30,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial30.png,6,n_copies,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
31,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial31.png,1,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
32,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial32.png,3,edge_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
33,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial33.png,2,edge_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
34,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial34.png,4,n_copies,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
35,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial35.png,4,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
36,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial36.png,3,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
37,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial37.png,3,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
38,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial38.png,2,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
39,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial39.png,6,edge_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
40,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial40.png,6,n_copies,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
41,balanced_data/var_balanced/regular_polygons/dim3/var0/summaries/summary=trial41.png,5,composition_type,0,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
