trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
13,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial13.png,2,emb2_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
14,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial14.png,5,emb3_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
15,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial15.png,3,emb2_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
16,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial16.png,5,emb3_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
17,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial17.png,5,emb1_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
18,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial18.png,3,emb3_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
19,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial19.png,6,emb3_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
20,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial20.png,3,emb1_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
21,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial21.png,6,emb3_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
22,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial22.png,1,emb3_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
23,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial23.png,1,emb1_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
24,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial24.png,3,emb3_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
25,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial25.png,4,emb2_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
26,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial26.png,4,emb1_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
27,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial27.png,1,emb1_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
28,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial28.png,3,emb3_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
29,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial29.png,6,emb1_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
30,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial30.png,4,emb3_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
31,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial31.png,3,emb1_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
32,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial32.png,2,emb2_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
33,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial33.png,1,emb2_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
34,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial34.png,4,emb1_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
35,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial35.png,6,emb1_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
36,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial36.png,3,emb2_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
37,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial37.png,4,emb2_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
38,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial38.png,3,emb3_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
39,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial39.png,5,emb1_type,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
40,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial40.png,3,emb3_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
41,balanced_data/var_balanced/glyphs/dim3/var1/summaries/summary=trial41.png,6,emb2_color,1,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
