program_string,n_sides,edge_type,transform_type,n_copies,render_filepath
(T (repeat (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) 5 0 0 0.900 1.45664) (M 0.750 0 0 0)),3,straight,spiral,5,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/10.png
(T (repeat (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) 6 0 0 0.900 1.24720) (M 0.750 0 0 0)),3,straight,spiral,6,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/11.png
(T (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.00 0 0 0)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.40 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.80 0 0 0))) (M 0.750 0 0 0)),3,straight,scale_origin,3,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/12.png
(T (C (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.00 0 0 0)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.40 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.80 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.20 0 0 0))) (M 0.750 0 0 0)),3,straight,scale_origin,4,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/13.png
(T (C (C (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.00 0 0 0)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.40 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.80 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.20 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.60 0 0 0))) (M 0.750 0 0 0)),3,straight,scale_origin,5,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/14.png
(T (C (C (C (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.00 0 0 0)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.40 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.80 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.20 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.60 0 0 0))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 3.00 0 0 0))) (M 0.750 0 0 0)),3,straight,scale_origin,6,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/15.png
(T (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.000 0 0.000 0.000)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.400 0 0.400 0.400))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.960 0 0.960 0.960))) (M 0.750 0 0 0)),3,straight,scale_outward,3,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/16.png
(T (C (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.000 0 0.000 0.000)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.400 0 0.400 0.400))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.960 0 0.960 0.960))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.744 0 1.744 1.744))) (M 0.750 0 0 0)),3,straight,scale_outward,4,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/17.png
(T (C (C (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.000 0 0.000 0.000)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.400 0 0.400 0.400))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.960 0 0.960 0.960))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.744 0 1.744 1.744))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 3.842 0 2.842 2.842))) (M 0.635 0 0 0)),3,straight,scale_outward,5,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/18.png
(T (C (C (C (C (C (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.000 0 0.000 0.000)) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.400 0 0.400 0.400))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1.960 0 0.960 0.960))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 2.744 0 1.744 1.744))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 3.842 0 2.842 2.842))) (T (C (C (T l (M 1.7321 1.0472 0.0000 -1.0000)) (T l (M 1.7321 3.1416 0.8660 0.5000))) (T l (M 1.7321 -1.0472 -0.8660 0.5000))) (M 5.378 0 4.378 4.378))) (M 0.468 0 0 0)),3,straight,scale_outward,6,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/19.png
(T (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 1.800 0.000)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -0.900 1.559))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -0.900 -1.559))) (M 0.750 0 0 0)),3,convex,radial,3,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/20.png
(T (C (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 1.800 0.000)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.000 1.800))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -1.800 0.000))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -0.000 -1.800))) (M 0.750 0 0 0)),3,convex,radial,4,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/21.png
(T (C (C (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 1.800 0.000)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.556 1.712))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -1.456 1.058))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -1.456 -1.058))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.556 -1.712))) (M 0.750 0 0 0)),3,convex,radial,5,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/22.png
(T (C (C (C (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 1.800 0.000)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.900 1.559))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -0.900 1.559))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -1.800 0.000))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -0.900 -1.559))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.900 -1.559))) (M 0.750 0 0 0)),3,convex,radial,6,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/23.png
(T (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -2.540 0)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.000 0))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 2.540 0))) (M 0.750 0 0 0)),3,convex,line,3,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/24.png
(T (C (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -3.300 0)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -1.100 0))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 1.100 0))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 3.300 0))) (M 0.698 0 0 0)),3,convex,line,4,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/25.png
(T (C (C (C (C (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -3.935 0)) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 -1.968 0))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 0.000 0))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 1.968 0))) (T (C (C (T (a 0.25) (M 1.7321 1.0472 0.0000 -1.0000)) (T (a 0.25) (M 1.7321 3.1416 0.8660 0.5000))) (T (a 0.25) (M 1.7321 -1.0472 -0.8660 0.5000))) (M 1 0 3.935 0))) (M 0.642 0 0 0)),3,convex,line,5,balanced_data/dim_balanced/regular_polygons/dim2/var3/images/26.png
