trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
19,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial19.png,4,n_sides,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
20,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial20.png,5,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
21,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial21.png,3,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
22,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial22.png,4,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
23,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial23.png,6,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
24,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial24.png,4,n_sides,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
25,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial25.png,4,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
26,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial26.png,4,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
27,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial27.png,1,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
28,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial28.png,5,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
29,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial29.png,5,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
30,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial30.png,3,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
31,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial31.png,4,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
32,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial32.png,6,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
33,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial33.png,3,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
34,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial34.png,1,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
35,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial35.png,4,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
36,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial36.png,6,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
37,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial37.png,1,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
38,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial38.png,3,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
39,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial39.png,6,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
40,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial40.png,1,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
41,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial41.png,5,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
42,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial42.png,1,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
43,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial43.png,5,n_sides,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
44,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial44.png,6,comp_scale,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
45,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial45.png,6,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
46,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial46.png,4,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
47,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial47.png,1,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
48,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial48.png,4,n_sides,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
49,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial49.png,2,n_sides,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
50,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial50.png,6,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
51,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial51.png,6,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
52,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial52.png,6,edge_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
53,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial53.png,1,n_sides,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
54,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial54.png,5,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
55,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial55.png,4,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
56,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial56.png,3,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
57,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial57.png,3,transform_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
58,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial58.png,2,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
59,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial59.png,3,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
60,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial60.png,3,composition_type,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
61,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial61.png,2,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
62,balanced_data/var_balanced/regular_polygons/dim3/var3/summaries/summary=trial62.png,2,n_copies,3,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
