trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
30,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial30.png,5,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
31,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial31.png,3,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
32,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial32.png,4,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
33,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial33.png,5,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
34,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial34.png,3,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
35,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial35.png,6,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
36,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial36.png,3,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
37,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial37.png,2,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
38,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial38.png,5,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
39,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial39.png,2,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
40,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial40.png,2,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
41,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial41.png,6,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
42,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial42.png,4,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
43,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial43.png,1,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
44,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial44.png,2,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
45,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial45.png,4,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
46,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial46.png,4,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
47,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial47.png,4,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
48,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial48.png,2,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
49,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial49.png,2,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
50,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial50.png,2,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
51,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial51.png,5,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
52,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial52.png,1,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
53,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial53.png,4,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
54,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial54.png,1,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
55,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial55.png,3,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
56,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial56.png,3,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
57,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial57.png,5,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
58,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial58.png,1,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
59,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial59.png,2,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
60,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial60.png,1,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
61,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial61.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
62,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial62.png,5,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
63,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial63.png,4,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
64,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial64.png,5,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
65,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial65.png,2,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
66,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial66.png,6,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
67,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial67.png,4,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
68,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial68.png,3,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
69,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial69.png,6,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
70,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial70.png,5,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
71,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial71.png,3,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
72,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial72.png,4,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
73,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial73.png,6,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
74,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial74.png,5,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
75,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial75.png,6,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
76,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial76.png,6,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
77,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial77.png,2,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
78,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial78.png,1,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
79,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial79.png,2,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
80,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial80.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
81,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial81.png,2,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
82,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial82.png,6,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
83,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial83.png,6,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
84,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial84.png,1,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
85,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial85.png,6,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
86,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial86.png,5,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
87,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial87.png,2,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
88,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial88.png,2,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
89,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial89.png,1,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
90,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial90.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
91,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial91.png,5,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
92,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial92.png,4,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
93,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial93.png,6,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
94,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial94.png,4,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
95,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial95.png,3,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
96,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial96.png,2,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
97,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial97.png,4,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
98,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial98.png,5,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
99,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial99.png,5,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
100,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial100.png,4,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
101,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial101.png,1,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
102,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial102.png,1,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
103,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial103.png,5,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
104,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial104.png,4,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
105,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial105.png,3,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
106,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial106.png,1,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
107,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial107.png,4,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
108,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial108.png,4,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
109,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial109.png,1,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
110,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial110.png,6,emb3_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
111,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial111.png,3,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
112,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial112.png,4,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
113,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial113.png,3,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
114,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial114.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
115,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial115.png,2,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
116,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial116.png,2,emb1_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
117,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial117.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
118,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial118.png,2,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
119,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial119.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
120,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial120.png,2,emb2_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
121,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial121.png,1,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
122,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial122.png,5,emb2_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
123,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial123.png,3,emb1_type,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
124,balanced_data/var_balanced/glyphs/dim3/var4/summaries/summary=trial124.png,6,emb3_color,4,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
